/mnt/data/corpora/common_voice/es/clips/common_voice_es_18493456.mp3.mp3	[0, 2, 3, 4, 5, 6, 7, 8, 6, 9, 10, 3, 11, 10, 12, 7, 8, 13, 14, 9, 1]
/mnt/data/corpora/common_voice/es/clips/common_voice_es_18493457.mp3.mp3	[0, 2, 3, 4, 8, 13, 15, 9, 10, 8, 16, 16, 5, 17, 7, 8, 17, 8, 12, 9, 18, 10, 8, 10, 19, 8, 10, 20, 19, 7, 8, 21, 22, 8, 10, 11, 13, 10, 7, 23, 13, 10, 11, 18, 3, 7, 5, 24, 11, 10, 6, 11, 10, 19, 8, 10, 24, 16, 8, 25, 7, 8, 26, 8, 1]
/mnt/data/corpora/common_voice/es/clips/common_voice_es_18493459.mp3.mp3	[0, 2, 20, 9, 16, 10, 7, 11, 18, 9, 10, 13, 7, 9, 10, 20, 4, 7, 11, 6, 9, 1]
/mnt/data/corpora/common_voice/es/clips/common_voice_es_18493463.mp3.mp3	[0, 2, 5, 10, 8, 19, 10, 18, 11, 25, 7, 23, 13, 15, 9, 10, 16, 16, 5, 7, 9, 27, 8, 10, 19, 11, 10, 3, 7, 8, 18, 3, 8, 18, 10, 11, 19, 10, 12, 9, 16, 16, 7, 11, 9, 1]
/mnt/data/corpora/common_voice/es/clips/common_voice_es_18493466.mp3.mp3	[0, 2, 28, 7, 8, 21, 22, 8, 10, 17, 7, 11, 29, 18, 10, 3, 4, 7, 8, 13, 26, 9, 18, 10, 16, 16, 11, 25, 7, 8, 19, 9, 18, 1]
/mnt/data/corpora/common_voice/es/clips/common_voice_es_18493468.mp3.mp3	[0, 2, 11, 18, 20, 7, 11, 16, 8, 10, 7, 23, 13, 10, 12, 9, 12, 7, 30, 13, 26, 9, 10, 8, 17, 19, 7, 8, 17, 8, 10, 6, 11, 10, 26, 7, 5, 10, 5, 10, 6, 11, 10, 7, 23, 13, 8, 10, 3, 7, 8, 27, 8, 1]
/mnt/data/corpora/common_voice/es/clips/common_voice_es_18493469.mp3.mp3	[0, 2, 26, 9, 12, 8, 16, 7, 11, 12, 9, 18, 10, 11, 19, 10, 18, 7, 9, 19, 10, 8, 10, 20, 7, 11, 14, 9, 10, 6, 11, 18, 3, 23, 17, 21, 7, 11, 16, 26, 9, 1]
/mnt/data/corpora/common_voice/es/clips/common_voice_es_18493474.mp3.mp3	[0, 2, 7, 8, 19, 25, 21, 11, 13, 10, 18, 7, 8, 17, 11, 10, 6, 11, 10, 3, 21, 7, 11, 13, 10, 7, 11, 18, 10, 7, 11, 18, 26, 8, 10, 14, 8, 3, 7, 11, 26, 8, 10, 26, 7, 8, 13, 10, 19, 7, 5, 13, 15, 8, 1]
/mnt/data/corpora/common_voice/es/clips/common_voice_es_18493475.mp3.mp3	[0, 2, 20, 8, 16, 8, 10, 6, 11, 18, 20, 19, 23, 12, 7, 8, 16, 10, 8, 10, 18, 23, 18, 10, 8, 12, 7, 5, 25, 9, 18, 10, 5, 10, 8, 19, 10, 7, 9, 26, 16, 9, 10, 20, 11, 16, 18, 7, 5, 25, 11, 10, 24, 8, 13, 26, 7, 8, 18, 12, 8, 18, 1]
/mnt/data/corpora/common_voice/es/clips/common_voice_es_18493522.mp3.mp3	[0, 2, 8, 10, 17, 7, 11, 16, 10, 13, 7, 9, 10, 13, 7, 9, 10, 18, 5, 10, 7, 8, 29, 10, 26, 7, 8, 13, 26, 8, 10, 7, 8, 25, 4, 8, 1]
/mnt/data/corpora/common_voice/es/clips/common_voice_es_18493556.mp3.mp3	[0, 2, 13, 7, 9, 1]
/mnt/data/corpora/common_voice/es/clips/common_voice_es_18493558.mp3.mp3	[0, 2, 13, 7, 9, 10, 20, 7, 8, 18, 8, 10, 13, 7, 8, 6, 8, 10, 31, 7, 9, 10, 11, 18, 26, 7, 23, 17, 11, 1]
/mnt/data/corpora/common_voice/es/clips/common_voice_es_18493560.mp3.mp3	[0, 2, 18, 8, 13, 26, 5, 25, 4, 7, 8, 13, 15, 9, 18, 11, 10, 11, 13, 10, 12, 7, 11, 6, 21, 9, 10, 6, 11, 10, 7, 23, 12, 10, 20, 21, 8, 6, 7, 9, 18, 9, 10, 12, 23, 16, 12, 7, 23, 32, 9, 1]
/mnt/data/corpora/common_voice/es/clips/common_voice_es_18493868.mp3.mp3	[0, 2, 13, 7, 9, 10, 12, 11, 10, 6, 7, 11, 27, 11, 18, 10, 18, 7, 9, 19, 8, 10, 20, 9, 16, 10, 24, 8, 17, 7, 9, 16, 1]
/mnt/data/corpora/common_voice/es/clips/common_voice_es_18493870.mp3.mp3	[0, 2, 3, 9, 12, 9, 10, 11, 13, 10, 7, 23, 13, 8, 10, 11, 3, 18, 20, 21, 8, 33, 21, 7, 9, 13, 10, 15, 8, 13, 26, 7, 11, 18, 3, 8, 10, 17, 11, 7, 5, 8, 10, 8, 10, 19, 9, 10, 19, 7, 11, 27, 9, 18, 10, 11, 19, 10, 17, 11, 16, 6, 11, 7, 8, 13, 26, 11, 10, 19, 7, 8, 25, 9, 10, 6, 11, 19, 10, 26, 5, 3, 18, 7, 23, 19, 1]
/mnt/data/corpora/common_voice/es/clips/common_voice_es_18493874.mp3.mp3	[0, 2, 26, 11, 10, 7, 5, 17, 8, 10, 8, 10, 6, 11, 6, 5, 3, 7, 8, 16, 10, 3, 7, 8, 6, 8, 10, 18, 11, 25, 7, 23, 13, 15, 9, 10, 6, 11, 10, 12, 5, 10, 17, 7, 5, 6, 8, 1]
/mnt/data/corpora/common_voice/es/clips/common_voice_es_18493953.mp3.mp3	[0, 2, 15, 11, 10, 17, 11, 16, 7, 8, 13, 9, 10, 7, 11, 18, 10, 25, 16, 8, 33, 21, 7, 9, 18, 9, 10, 20, 11, 16, 9, 10, 11, 13, 10, 7, 23, 13, 8, 10, 25, 9, 19, 7, 11, 26, 8, 1]
/mnt/data/corpora/common_voice/es/clips/common_voice_es_18493954.mp3.mp3	[0, 2, 26, 9, 6, 8, 17, 7, 5, 8, 10, 8, 10, 19, 7, 8, 16, 25, 8, 10, 6, 5, 18, 26, 7, 8, 13, 33, 21, 8, 10, 17, 7, 11, 18, 11, 10, 7, 23, 13, 8, 10, 6, 5, 12, 5, 13, 7, 23, 26, 8, 10, 24, 5, 25, 7, 23, 16, 8, 10, 12, 9, 17, 7, 11, 16, 18, 11, 10, 8, 27, 5, 26, 7, 8, 13, 15, 9, 10, 19, 9, 18, 10, 17, 16, 7, 8, 33, 9, 18, 1]
/mnt/data/corpora/common_voice/es/clips/common_voice_es_18493955.mp3.mp3	[0, 2, 12, 11, 10, 15, 4, 7, 11, 19, 11, 10, 26, 7, 9, 6, 9, 1]
/mnt/data/corpora/common_voice/es/clips/common_voice_es_18495237.mp3.mp3	[0, 2, 19, 8, 10, 16, 16, 11, 34, 13, 21, 7, 9, 13, 10, 15, 11, 10, 3, 9, 13, 33, 21, 11, 13, 33, 21, 8, 33, 21, 7, 9, 13, 10, 18, 9, 17, 16, 11, 10, 19, 8, 10, 3, 9, 16, 16, 9, 18, 21, 7, 9, 13, 10, 15, 11, 19, 10, 20, 19, 7, 8, 18, 26, 5, 3, 9, 1]
/mnt/data/corpora/common_voice/es/clips/common_voice_es_18495241.mp3.mp3	[0, 2, 8, 34, 13, 3, 11, 10, 11, 18, 26, 7, 11, 12, 9, 18, 10, 7, 23, 13, 10, 26, 21, 7, 11, 12, 20, 9, 10, 6, 11, 17, 7, 8, 27, 9, 10, 6, 11, 19, 10, 7, 8, 25, 4, 8, 1]
